src_n,ra_deg,dec_deg,spin period,perr,X-ray period,X-ray period error,est. period,Coe est. period,Coe eccentricity,Coe eccentricity err,sep,name,est. period method,best period,best superorbital,other period,period shape,big dip,orbital cont,superorbital cont,mult superorbital,Type II amp,note,I skew,I kurtosis,V skew,V kurtosis,best auto det pd,Part,I IQR,aperiodic quiescence,abs mean I vs. V-I residual,mean abs faint residual,mean abs bright residual,residual slope diff,bright res monotonic frac,bright - faint slope,best 2-200d period,2-200d period above FAL?,Haberl nearby period above FAL?,Coe nearby period above FAL?,# 2-200d peaks above FAL,best near Coe,est. skew,est. kurtosis,est. range,near est. skew,near est. kurtosis,near est. range,Coe skew,Coe kurtosis,Coe range,near Coe skew,near Coe kurtosis,near Coe range,2-200d skew,2-200d kurtosis,2-200d range,X-ray skew,X-ray kurtosis,X-ray range,exclude from color-mag,exclude OII from color-mag,V IQR,IQR V-I,stdev I,stdev V,stdev I/stdev V,median I,median V,median V-I,mean of V-I,90% I,90% V,90% V-I,75% I,75% V,75% V-I,25% I,25% V,25% V-I,10% I,10% V,10% V-I,I V-I corr,loop metric,sig stdev ratio,base num,type,number switch,stdev V-I
95,13.155417,-72.458885,0.0,1.19,,,0.0,,,,0.52135474934987,,,,,,,,,,,,,0.00677728606443576,-1.4712777497844,-0.42325551376234700,-0.460516627410176,78.2894698585744,2.0,0.07700000000000000,NO,0.0093393193811078,0.006145718163437710,0.008720705998173920,-0.02945527908584730,0.16666666666666700,-0.3433049685093750,78.2894698585744,yes,no,no,1,78.2894698585744,,,,-0.080276969039964,-1.14627573211578,0.0039763203032361400,,,,-0.080276969039964,-1.14627573211578,0.0039763203032361400,-0.080276969039964,-1.14627573211578,0.0039763203032361400,,,,no,no,0.022999999999999700,-0.05400000000000030,0.03904534655330590,0.016393001308739900,2.381830259019670,14.816,15.023,0.20699999999999900,0.17979293236844200,14.871,15.034000000000000,0.16299999999999800,14.86,15.029,0.16900000000000000,14.783,15.006,0.22300000000000100,14.771,14.992,0.2629999999999980,-0.943471636775356,0.2516973725106700,0.146303486637488,0.00799999999999912,3,1.0,0.02430407652428840
96,13.187667000000000,-72.478775,0.0,1.0,,,0.0,,,,0.322735986356371,,,,,,,,,,,,,0.0919328814865354,0.0737937424459259,-0.246183157342904,-0.367670805405439,17.5486728180055,2.0,0.045499999999998800,NO,0.0232497046114131,0.016651304293402400,0.016233075040367400,0.11525768390468300,0.4675324675324680,0.3838756435750740,17.5486728180055,yes,no,no,8,17.5486728180055,,,,-0.78916935639794,-0.662373131923172,0.0488671404348491,,,,-0.78916935639794,-0.662373131923172,0.0488671404348491,-0.78916935639794,-0.662373131923172,0.0488671404348491,,,,no,no,0.035749999999998400,-0.00975000000000037,0.03761252900932710,0.029502959367501900,1.2748730912315900,14.862,14.961,0.0990000000000002,0.09983252222141780,14.913,15.0023,0.08929999999999970,14.882,14.979,0.09699999999999950,14.836500000000000,14.94325,0.1067500000000000,14.814,14.919,0.1883000000000000,-0.5242624080645110,0.7956994838252640,0.583212075552997,0.0069999999999996700,5,3.0,0.01791194591268200
97,13.217584,-72.80828,0.0,1.0,,,0.0,,,,0.371439820767856,,,,,,,,,,,,,-0.635665666863348,-0.938735254137384,-0.739583339532041,-0.839428883767774,59.4133263739046,2.0,0.46500000000000000,NO,0.0394334963597094,0.01809942765642470,0.042262310617981400,0.47645062022935700,0.47058823529411800,0.9981816098707190,59.4133263739046,yes,no,no,9,59.4133263739046,,,,0.0802931266463616,-1.21894504075885,0.0156940895274573,,,,0.0802931266463616,-1.21894504075885,0.0156940895274573,0.0802931266463616,-1.21894504075885,0.0156940895274573,,,,no,no,0.3169999999999980,-0.14800000000000100,0.2933382931710370,0.17087821036245500,1.7166512485636800,14.824,14.75,-0.07399999999999980,-0.03376813662651130,15.08,14.8816,-0.19839999999999900,15.031,14.838,-0.1930000000000010,14.566,14.521,-0.04499999999999990,14.2506,14.4052,0.6310000000000000,-0.9836267906610040,1.5699134233160800,0.081124542502538,-0.335000000000001,1+2+5,0.0,0.13052195284410100
98,13.247778,-72.9006,0.0,2.08,,,0.0,,,,0.727892347983636,,,,,,,,,,,,,-0.171653406767624,3.22919279363521,4.16262706359259,22.275098431261900,2.69912675808926,2.0,0.022999999999999700,YES,0.0138631303055123,0.010886912266735600,0.007062427678944750,-0.5958014872716640,0.0,-0.36978857575061500,2.69912675808926,no,no,no,0,2.69912675808926,,,,0.593609624882581,0.201751324606814,0.00857443636030553,,,,0.593609624882581,0.201751324606814,0.00857443636030553,0.593609624882581,0.201751324606814,0.00857443636030553,,,,no,yes,0.04375000000000280,0.020750000000003200,0.019528380715445400,0.03348101701566300,0.5832672498063520,17.214,18.166,0.9520000000000020,0.9467209768937570,17.239,18.2049,0.9658999999999980,17.226,18.186750000000000,0.9607500000000040,17.203,18.143,0.9400000000000010,17.193,18.1181,1.0119000000000000,-0.6438343478540540,-0.6920222535712880,0.860091671328762,-0.0359999999999978,6,0.0,0.04323115292512350
100,13.327146000000000,-72.27155,0.0,1.59,,,0.0,,,,2.3825391828197800,,,,,,,,,,,,,0.332248659203871,6.21590729310963,0.272071440240186,1.24355090806413,11.783230527642900,2.0,0.015000000000000600,YES,0.00678351026188927,0.0035620140027609700,0.004036938869003200,0.03564686165181150,0.2796610169491530,0.029229918376677800,11.783230527642900,no,no,no,0,11.783230527642900,,,,0.312909166373989,1.11341293556372,0.00745241707555877,,,,0.312909166373989,1.11341293556372,0.00745241707555877,0.312909166373989,1.11341293556372,0.00745241707555877,,,,calib,no,0.007750000000001480,-0.0072499999999990900,0.012572127238352200,0.00665240456229936,1.889862097323600,16.811,16.623,-0.18799999999999900,-0.19015959470507900,16.826,16.630300000000000,-0.19569999999999900,16.818,16.62675,-0.19125000000000000,16.803,16.619,-0.18400000000000100,16.796000000000000,16.615,-0.16570000000000100,-0.8769800113967980,0.4520552550004360,0.895100928820538,0.00400000000000134,6,0.0,0.013833670677955500
101,13.371667,-72.56333,0.0,2.71,,,0.0,,,,0.675025259055529,,,,,,,,,,,,,0.517374937844067,-0.15388333894280000,-3.14173875288091,10.1606837513875,35.430316450003200,2.0,0.0389999999999997,NO,0.0173560961835552,0.006914138191504450,0.005248648485672450,-0.18982626013747300,0.40384615384615400,0.09288657534443620,35.430316450003200,yes,no,no,6,35.430316450003200,,,,0.176315828202503,-0.958731272568099,0.0075868261354799,,,,0.176315828202503,-0.958731272568099,0.0075868261354799,0.176315828202503,-0.958731272568099,0.0075868261354799,,,,no,yes,0.028999999999999900,-0.009999999999999790,0.027345771371484400,0.01625058348955710,1.6827562769704400,14.533,14.677,0.14400000000000000,0.15106404690785400,14.571,14.695,0.12400000000000100,14.554,14.688,0.13400000000000000,14.515,14.659,0.14400000000000000,14.502,14.6536,0.19300000000000000,-0.8072621832476390,0.3598976261771600,0.253137129843204,0.0350000000000019,3,2.0,0.027516152326141600
104,13.423982,-72.88615,0.0,0.75,,,0.0,,,,2.45824085047769,,,,,,,,,,,,,0.602051947079873,-1.12554331270982,-0.379810915281239,3.31510517009052,127.161783468668,2.0,0.590250000000001,NO,0.104052085196124,0.03679592382189280,0.08559002880061160,0.7950524671332220,0.504424778761062,1.5482158529471700,127.161783468668,yes,no,no,8,127.161783468668,,,,-0.418946073824725,-1.37894421197241,0.0157676994743756,,,,-0.418946073824725,-1.37894421197241,0.0157676994743756,-0.418946073824725,-1.37894421197241,0.0157676994743756,,,,no,no,0.3690000000000000,-0.22125000000000100,0.3385370001412320,0.22299204637314100,1.518157286985680,14.675,14.84,0.16499999999999900,0.10460933077560200,15.4185,15.2614,-0.1571000000000000,15.163250000000000,15.1405,-0.022750000000002000,14.573,14.7715,0.19849999999999900,14.486,14.7054,0.7753999999999990,-0.8755528565327300,2.344519439873520,0.0431294022935044,0.529999999999998,2,4.0,0.18088077898679000
105,13.46875,-72.44417,0.0,0.9,,,0.0,,,,1.49310214410232,,,,,,,,,,,,,4.49726200597428,65.38295869437990,-0.49018501324046,1.2722208871180000,35.7218515018429,2.0,0.007999999999999120,YES,0.007723522124632640,0.002409938369583690,0.002021245955621340,0.12258489969718500,0.26506024096385500,0.16571390884069000,35.7218515018429,no,no,no,0,35.7218515018429,,,,0.0269425816105848,-0.280879486014693,0.00350181397639737,,,,0.0269425816105848,-0.280879486014693,0.00350181397639737,0.0269425816105848,-0.280879486014693,0.00350181397639737,,,,calib,no,0.006000000000000230,-0.0019999999999988900,0.007233561870429600,0.00493685186135816,1.4652175259801300,13.304,13.987,0.6830000000000000,0.6827762676922590,13.311,13.993,0.6820000000000000,13.308,13.99,0.6820000000000000,13.3,13.984,0.6839999999999990,13.297,13.981,0.6960000000000000,-0.6464696903041380,0.5094297038815190,0.833475236327001,0.0030000000000001100,6,0.0,0.00621321733481542
106,13.53615,-72.53543,0.0,1.44,,,0.0,,,,0.0,,,,,,,,,,,,,-0.0180260666407071,-1.19017814908595,1.99046135349047,4.53327130795534,9.37906472606268,2.0,0.0779999999999994,NO,0.0207128499942939,0.011594048391229700,0.006443771985076820,-0.31264378558909100,0.35,-0.03813499036188020,9.37906472606268,no,no,no,0,9.37906472606268,,,,0.0434608338917224,-0.749256483654891,0.00693189766324664,,,,0.0434608338917224,-0.749256483654891,0.00693189766324664,0.0434608338917224,-0.749256483654891,0.00693189766324664,,,,no,yes,0.023999999999997400,-0.054000000000002000,0.04359469489083700,0.01667456256956100,2.6144430901244800,16.992,17.01,0.018000000000000700,-0.0026039898934520300,17.047,17.0328,-0.01419999999999890,17.03,17.022,-0.008000000000002670,16.952,16.998,0.045999999999999400,16.934,16.989,0.09880000000000070,-0.7433715226885430,0.09650253997459800,0.307667677999918,0.000999999999997669,3,0.0,0.01847044727135800
107,13.538656,-72.695335,0.0,1.44,,,0.0,,,,1.08595485088682,,,,,,,,,,,,,0.633764311951313,-0.0333137339628711,-0.10032751648893800,-0.365948533495145,78.6637490416922,2.0,0.18100000000000100,NO,0.0377711608947584,0.04655182312780480,0.009167244546257000,0.19419920384140500,0.43795620437956200,0.35840671696154400,78.6637490416922,yes,no,no,3,78.6637490416922,,,,-0.36071496504544700,-1.11783404120392,0.131544889078947,,,,-0.36071496504544700,-1.11783404120392,0.131544889078947,-0.36071496504544700,-1.11783404120392,0.131544889078947,,,,yes,no,,,0.15480118197953400,,,12.591,,,,12.855600000000000,,,12.682500000000000,,,12.5015,,,12.427,,,,0.2548279458040560,0.619502681860272,0.173000000000002,5,3.0,
111,13.782148000000000,-72.37787,0.0,0.89,,,0.0,,,,0.773306977460948,,,96.1,,,,,,,,,,-2.98202848288518,18.6781897399079,-0.600499897648855,1.41333393936298,2.04580251927651,2.0,0.014999999999998800,YES,0.0075858171604954,0.0067351960650674600,5.32907051820075E-15,-0.8779514930686970,0.0,-2.7391036156122200,2.04580251927651,yes,no,no,4,2.04580251927651,,,,0.0943562170687268,-0.835306243405721,0.0118197328362797,,,,0.0943562170687268,-0.835306243405721,0.0118197328362797,0.0943562170687268,-0.835306243405721,0.0118197328362797,,,,no,no,0.015000000000000600,1.77635683940025E-15,0.016476346637921200,0.011796221696021800,1.3967477945482900,14.577,14.412,-0.16499999999999900,-0.16614000921424600,14.589000000000000,14.424400000000000,-0.16460000000000000,14.584,14.417,-0.16700000000000000,14.569,14.402,-0.1670000000000020,14.5579,14.3966,-0.1335000000000020,-0.4499013176301470,-1.0370378823665400,0.658880732762521,-0.100999999999999,5,0.0,0.01011369895039320
114,14.022837000000000,-72.00308,0.0,1.97,,,0.0,,,,1.1271267307354,,,,,,,,,,,,,1.82284881337003,3.03019493974044,1.09192624931652,0.161522915671873,2.9583503312982800,2.0,0.01600000000000180,YES,0.0117922315229085,0.006708276263140590,0.004929269977747260,-0.06006066708368490,0.3333333333333330,0.0012258578890436100,2.9583503312982800,no,no,no,0,2.9583503312982800,,,,-0.823541238283353,0.403915420241512,0.00919870541507351,,,,-0.823541238283353,0.403915420241512,0.00919870541507351,-0.823541238283353,0.403915420241512,0.00919870541507351,,,,calib,no,0.009000000000000340,-0.0070000000000014500,0.01368441167756830,0.008002193235527000,1.710082632947960,16.9575,16.792,-0.16549999999999800,-0.16457630424014600,16.972500000000000,16.8034,-0.1690999999999970,16.9655,16.797,-0.1684999999999980,16.949500000000000,16.788,-0.16149999999999700,16.942,16.784,-0.13860000000000000,-0.893617946265963,0.3931654410417760,0.825664223500412,0.0150000000000006,6,1.0,0.017825493044819300
115,14.057791,-72.4999,0.0,0.96,,,72.231,,,,1.0725090925936,,,,,,,,,,,,,1.64703103018969,7.41940006530858,0.471521390064142,-1.0176594383895100,72.29669846946980,2.0,0.051000000000000200,NO,0.0187415467909741,0.016385939108502800,0.007962866899022570,-0.27109045584744200,0.3076923076923080,-0.2884294277168920,72.3033674663016,yes,yes,no,10,72.3033674663016,-1.6156380025815,1.43886952491001,0.0214727400847234,-1.5759268562795,1.4174794564909200,0.0220738850062734,,,,-1.60829655105731,1.60536322713,0.0221089279079258,-1.60829655105731,1.60536322713,0.0221089279079258,,,,no,no,0.047999999999998300,-0.00300000000000189,0.04009890140981960,0.029576642353463700,1.3557624604783300,14.435,14.582,0.14700000000000000,0.16024539333460400,14.489,14.634,0.14500000000000000,14.467,14.6115,0.14449999999999900,14.416,14.563500000000000,0.14750000000000100,14.4,14.556,0.23400000000000000,-0.3634415884802360,0.027542858499074300,0.276862546856913,0.178999999999999,2,1.0,0.026908884386005500
116,14.061033,-72.632164,0.0,0.75,,,0.0,,,,0.895847717646341,,,,,,,,,,,,,0.912951881370452,0.297779180655594,2.2131361777916,4.60384739760525,77.10390124966680,2.0,0.11800000000000000,NO,0.0674383391999153,0.0501202571818993,0.037578940844752200,-0.26169109835221100,0.35877862595419800,-1.10448765709624,77.10390124966680,yes,no,no,13,77.10390124966680,,,,-0.392865147148684,-1.1871715197327,0.00554077225132232,,,,-0.392865147148684,-1.1871715197327,0.00554077225132232,-0.392865147148684,-1.1871715197327,0.00554077225132232,,,,no,no,0.06900000000000080,-0.04899999999999950,0.10715396199222900,0.10184484746992900,1.0521294366302300,14.319,14.581,0.2619999999999990,0.31087019505550000,14.5063,14.6964,0.19010000000000100,14.381,14.631,0.25,14.263,14.562,0.2990000000000000,14.216,14.532,0.48040000000000100,-0.4230636455926600,0.04702843555730160,0.0697928759048792,0.188999999999998,2,1.0,0.04977825377293130
119,14.348582,-72.39883,0.0,0.78,,,0.0,,,,1.70693793258097,,,,,,,,,,,,,-0.511227981013232,22.1069651316449,-1.4581069443804,1.74208633984947,74.96617597150330,2.0,0.0649999999999995,NO,0.0171394378988878,0.0164537748775775,0.016311679076030900,-0.19620524177922500,0.26666666666666700,0.2333825545521670,74.96617597150330,yes,no,no,7,74.96617597150330,,,,0.17731693582487,-0.776668466568191,0.0343737121675325,,,,0.17731693582487,-0.776668466568191,0.0343737121675325,0.17731693582487,-0.776668466568191,0.0343737121675325,,,,no,no,0.0389999999999997,-0.0259999999999998,0.06939099506287750,0.03787273485462360,1.8322150573291900,14.879,14.763,-0.11600000000000000,-0.10027976738043600,14.909,14.7873,-0.12170000000000100,14.898,14.78,-0.11800000000000000,14.833,14.741,-0.09200000000000050,14.778,14.690100000000000,0.009299999999999640,-0.9562602917034360,0.17756550904242000,0.327183216054135,-0.289999999999999,3,0.0,0.03881649447559460
121,15.126078,-72.34253,0.0,0.97,,,0.0,,,,0.950553401074245,,,,,,,,,,,,,0.279790395134401,0.301688129627229,2.12852298254059,4.72722858919563,93.4953008662129,2.0,0.031000000000000600,NO,0.0132473258955945,0.005257114624078660,0.006139793024916670,0.15190728769122900,0.3950617283950620,0.26444126665238900,93.4953008662129,no,no,no,0,93.4953008662129,,,,0.257718715926901,-1.21118393998924,0.0035103961477958,,,,0.257718715926901,-1.21118393998924,0.0035103961477958,0.257718715926901,-1.21118393998924,0.0035103961477958,,,,no,yes,0.04600000000000120,0.015000000000000600,0.02122196424896650,0.024232455923041400,0.8757661343267970,14.47,14.639,0.1689999999999990,0.17991088974839600,14.499,14.684000000000000,0.1850000000000010,14.489,14.678,0.18900000000000000,14.458,14.632,0.1740000000000000,14.448,14.627800000000000,0.23600000000000100,0.17082303705439000,0.7496212142159410,0.277129892288456,0.0159999999999982,3,1.0,0.012944147525607000
123,15.232704,-72.38897,0.0,1.04,,,0.0,,,,1.46254811450314,,,,,,,,,,,,,0.15377457492247000,-0.531890140521024,0.049060591667181,-0.280825499211345,7.8916349342775,2.0,0.14000000000000100,NO,0.030210495427653000,0.031080259707235200,0.02892576058510620,0.014240179752537700,0.2112676056338030,0.11106084544311900,7.8916349342775,yes,no,no,1,7.8916349342775,,,,-0.186543481717845,-0.809767851657498,0.00679969408986025,,,,-0.186543481717845,-0.809767851657498,0.00679969408986025,-0.186543481717845,-0.809767851657498,0.00679969408986025,,,,no,no,0.05025000000000010,-0.08975000000000040,0.09208875137629840,0.04413156129365990,2.086686912423560,15.773,15.787500000000000,0.014500000000001700,-0.0006154800616407410,15.896,15.8599,-0.03610000000000110,15.824,15.81425,-0.00975000000000037,15.684,15.764,0.08000000000000010,15.641,15.7341,0.21890000000000000,-0.9094432831105440,0.28850473070425900,0.112405870391905,0.0280000000000005,3,0.0,0.05288926164459150
124,15.448232,-71.930756,0.0,0.85,,,0.0,,,,1.61676226036508,,,,,,,,,,,,,0.370546346786948,-0.81458277388252,0.0800399910665877,-0.578017259446219,105.073543854889,2.0,0.07000000000000030,NO,0.010668535193174,0.005999988700002180,0.007740695918077800,0.4418685454071040,0.323943661971831,0.4003806915905060,105.073543854889,yes,no,no,4,105.073543854889,,,,-0.72614633092918,-0.053188861903439700,0.0100401496540474,,,,-0.72614633092918,-0.053188861903439700,0.0100401496540474,-0.72614633092918,-0.053188861903439700,0.0100401496540474,,,,no,no,0.020500000000000200,-0.0495000000000001,0.045313818763909600,0.013629916582238500,3.3245851866004300,14.336,14.44,0.1039999999999990,0.13696461781167100,14.402,14.4574,0.05540000000000060,14.366,14.4495,0.0835000000000008,14.296,14.429,0.1330000000000010,14.281,14.422,0.17639999999999900,-0.828569247670743,0.9671826494484900,0.177351214746301,0.0220000000000002,3,0.0,0.017546241161332600
125,15.482444000000000,-72.54349,0.0,0.58,,,36.41,,,,0.456118647161722,,,,,,,,,,,,,0.84169673142086,-0.43559320079737100,0.639085174592802,-0.968536051886725,35.7861398564917,1.0,0.2990000000000000,NO,0.0867253408665783,0.022788224612709600,0.06348366898392000,0.8015273134395300,0.4326923076923080,0.6434409910056190,35.7861022789521,yes,yes,no,11,35.7861022789521,0.476103097923175,-0.632284790072598,0.0155449867173001,0.148372412878883,-1.40716467687318,0.0177605175772406,,,,0.143965949953563,-1.40359532247357,0.0178596775572064,0.143965949953563,-1.40359532247357,0.0178596775572064,,,,no,no,0.3000000000000010,0.0010000000000012200,0.22958150518580400,0.1798246457259510,1.2766965521271300,13.846,13.895,0.04899999999999950,0.03975252794181480,14.333,14.256,-0.07700000000000000,14.041,14.125,0.08399999999999960,13.742,13.825,0.08299999999999840,13.681000000000000,13.761800000000000,0.5749999999999990,-0.8744251563223340,2.119636476321530,0.114058586337154,0.315,2,2.0,0.07451123587194730
126,15.482882,-72.174416,0.0,0.86,,,0.0,,,,1.24987564525598,,,,,,,,,,,,,-1.4467522192523100,0.355912473723159,-3.97239377046727,17.5526384263327,46.0534242974743,2.0,0.15300000000000000,NO,0.0197519662672943,0.015031564162957900,0.05051354640469030,0.35232282173093500,0.3,4.980816304426100,46.0534242974743,no,no,no,0,46.0534242974743,,,,0.138096315275594,-0.404192808379876,0.0034993358252286600,,,,0.138096315275594,-0.404192808379876,0.0034993358252286600,0.138096315275594,-0.404192808379876,0.0034993358252286600,,,,no,no,0.02999999999999940,-0.12300000000000100,0.2868203072356150,0.07621644991328250,3.7632336268870200,15.228,15.046,-0.18200000000000000,-0.18751992925741500,15.266000000000000,15.064,-0.20199999999999800,15.257,15.056,-0.2010000000000010,15.104,15.026,-0.0779999999999994,14.539,14.985800000000000,0.5250000000000000,-0.9659853103847420,1.3682229527939400,0.0241958393886137,-0.783,1,0.0,0.05705234960313510
128,15.882196000000000,-73.02901,0.0,1.01,,,0.0,,,,1.58843541489102,,,,,,,,,,,,,-0.674991325302326,-1.29911572927925,-0.819107280557339,-1.10668436933272,89.52935636907420,2.0,0.7064999999999980,NO,0.0852048659101619,0.025391114173850700,0.08275641189996810,0.8748479572375800,0.5142857142857140,1.4992762930516700,89.52935636907420,no,no,no,0,89.52935636907420,,,,-0.661833123429646,-0.391360725996162,0.0158169400216579,,,,-0.661833123429646,-0.391360725996162,0.0158169400216579,-0.661833123429646,-0.391360725996162,0.0158169400216579,,,,no,no,0.5384999999999990,-0.16799999999999900,0.3720736764600830,0.26996207157540800,1.3782442633099700,15.6,15.3675,-0.23250000000000000,-0.13927198619086100,15.643,15.3988,-0.24420000000000100,15.631,15.38825,-0.2427500000000010,14.924500000000000,14.84975,-0.07475000000000170,14.7391,14.746000000000000,0.6596999999999990,-0.945568932143824,2.578332132697900,0.0494031081844983,-0.861000000000001,1,2.0,0.12801111625581100
129,15.890090000000000,-72.07152,0.0,1.65,,,0.0,,,,0.0,,,,,,,,,,,,,0.872272547538548,8.28442678842427,0.389712806613465,1.19963080780088,8.61183103464491,2.0,0.09324999999999760,YES,0.0389679657426571,0.028152714035424000,0.034018944622118300,-0.17910809745511900,0.15384615384615400,-0.1893350331731580,8.61183103464491,no,no,no,0,8.61183103464491,,,,-0.113807906181647,-0.527378298394338,0.0414109924402766,,,,-0.113807906181647,-0.527378298394338,0.0414109924402766,-0.113807906181647,-0.527378298394338,0.0414109924402766,,,,no,no,0.06700000000000020,-0.026249999999997400,0.08861303756301050,0.06649075852824170,1.3327120869793100,19.176500000000000,19.0135,-0.1629999999999970,-0.165982561887816,19.276,19.0995,-0.17650000000000100,19.223,19.043,-0.18000000000000000,19.12975,18.976,-0.15375000000000200,19.083,18.9473,0.016500000000000600,-0.5620907892707460,0.12612011850075200,0.918945857362348,0.156000000000006,6,0.0,0.07648380778926010
132,16.122578,-72.52682,0.0,1.29,,,29.75,,,,2.27828036327792,,,,,,,,,,,,,-1.43437250415903,0.602913602147075,-1.5319294720696900,0.828748888709859,28.5110493682286,2.0,0.2235000000000000,NO,0.056721709713237,0.03562645770530560,0.02714489929793390,0.26233868662634600,0.6,2.1605883178712600,120.59868196225900,yes,no,no,4,120.59868196225900,0.217401363809291,-1.36839102306596,0.0109047322466065,0.0517817949248231,-1.1098523575713,0.0181580128606349,,,,-0.138339056085405,-1.38113194466691,0.0326346032449418,-0.138339056085405,-1.38113194466691,0.0326346032449418,,,,no,no,0.1070000000000010,-0.1164999999999990,0.26543803399506300,0.16182345613565200,1.6402939371938400,15.954,15.754,-0.20000000000000100,-0.14741064195027600,16.029,15.7896,-0.23940000000000000,15.987,15.771,-0.2159999999999990,15.7635,15.664,-0.09950000000000080,15.311400000000000,15.3324,0.47820000000000100,-0.9647345966389140,1.0175048973239800,0.0995583723251797,-0.712000000000002,1,0.0,0.112479402052838
133,16.147781,-72.363106,0.0,0.76,,,0.0,,,,1.22561643576777,,,,,,,,,,,,,0.281914759819198,-0.141823134204045,0.704484830874619,0.974512186153841,4.06360859822092,2.0,0.04075000000000100,NO,0.0142435303869847,0.012133737508708200,0.010267916485109100,-0.44770781313784000,0.28448275862069000,-0.23018973339739300,4.06360859822092,yes,no,no,7,4.06360859822092,,,,-0.37888312502171300,-0.939512884959549,0.00892062275600658,,,,-0.37888312502171300,-0.939512884959549,0.00892062275600658,-0.37888312502171300,-0.939512884959549,0.00892062275600658,,,,no,no,0.025000000000000400,-0.015750000000000600,0.028799009863389200,0.01854787374034870,1.5526852439555100,15.001,15.202,0.2010000000000010,0.20223728465468900,15.038,15.2274,0.18939999999999900,15.02275,15.215,0.1922500000000000,14.982,15.19,0.20800000000000000,14.966,15.1836,0.2614000000000000,-0.758292739506481,-0.09035971315621290,0.420442513345066,0.0300000000000011,5,1.0,0.020989839719499900
136,16.637384,-73.26193,0.0,0.57,,,0.0,,,,0.789509249673899,,,,,,,,,,,,,-0.0988289984813618,-1.40845049501883,0.273955168250313,-1.73410951092369,120.39478785308900,2.0,0.38700000000000000,NO,0.0689514608034631,0.021490254748230600,0.03229267822929990,0.004327131660102180,0.2558139534883720,-0.5606184539261990,120.39478785308900,yes,no,no,6,120.39478785308900,,,,0.115534170225168,-0.39727473276161,0.0598417016570192,,,,0.115534170225168,-0.39727473276161,0.0598417016570192,0.115534170225168,-0.39727473276161,0.0598417016570192,,,,no,no,0.36300000000000000,-0.02400000000000090,0.208789924325467,0.17802529227981000,1.1728104566024400,15.074,14.837,-0.2370000000000000,-0.051391172228287000,15.296,15.1494,-0.1465999999999990,15.214500000000000,15.113,-0.10150000000000100,14.8275,14.75,-0.07750000000000060,14.752200000000000,14.7274,0.39720000000000200,-0.9106565350482860,0.5466301732370970,0.148679115818144,-0.040000000000000900,3,0.0,0.03873532509412060
138,17.08409,-72.22975,0.0,0.71,,,0.0,,,,2.45132544337387,,,,,,,,,,,,,2.83488622431543,29.894428219286200,-7.23144490297472,76.3658868019423,2.14035139343144,2.0,0.00975000000000037,YES,0.0144458755818856,0.0027181811997318700,0.0032455236124416100,0.13901668063965100,0.4098360655737710,0.1172503286558570,2.14035139343144,yes,no,no,2,2.14035139343144,,,,0.136447952844124,-0.816961913761789,0.00652845636123089,,,,0.136447952844124,-0.816961913761789,0.00652845636123089,0.136447952844124,-0.816961913761789,0.00652845636123089,,,,calib,no,0.014749999999999400,0.004999999999999010,0.009529005504904440,0.033665545805910200,0.28304919099905300,14.681,14.654500000000000,-0.026500000000000400,-0.026858832366275600,14.691000000000000,14.668500000000000,-0.022500000000000900,14.685750000000000,14.663250000000000,-0.022500000000000900,14.676000000000000,14.648500000000000,-0.027499999999999900,14.671,14.641550000000000,-0.002500000000001280,-0.15874865892983900,0.7518502395070380,0.845463891186675,0.016,6,1.0,0.03408380215178820
139,18.764706,-73.47206,0.0,1.03,,,0.0,,,,1.80427352588201,,,,,,,,,,,,,0.107101276775041,-0.592761244805248,0.388651117700842,-0.0706425284355663,84.1385996953572,2.0,0.014000000000002900,YES,0.007123814634321530,0.003684868036147430,0.003339774841693570,-0.03011669843991110,0.2553191489361700,-0.03859432683051320,84.1385996953572,no,no,no,0,84.1385996953572,,,,-0.262613385506319,-1.4124896387478,0.00430016074395567,,,,-0.262613385506319,-1.4124896387478,0.00430016074395567,-0.262613385506319,-1.4124896387478,0.00430016074395567,,,,calib,no,0.009000000000000340,-0.005000000000002560,0.011272999980251100,0.007651089397926790,1.4733849513385200,16.658,16.464,-0.19400000000000300,-0.19301892289190500,16.672500000000000,16.474,-0.19850000000000300,16.665500000000000,16.469,-0.1965000000000040,16.651500000000000,16.46,-0.19150000000000100,16.644500000000000,16.455,-0.1705000000000040,-0.7510982810771280,0.3340050765166950,0.937428113305691,0.0019999999999953400,6,1.0,0.011576431694708300
